,paper_id,category,year,keywords,cited_by
10787,10.1145/3316782.3321546,SpikingNN,2019,concept analytical directly highlights opportunity processing generated personal approach response,1
10788,10.1109/ISQED57927.2023.10129326,SpikingNN,2023,encoding network information temporal power attention research based property conventional,0
10789,10.1007/978-3-030-96993-6_48,SpikingNN,2022,implementing creating networks spiking efficiency,1
10790,10.1016/j.tcs.2007.06.017,SpikingNN,2007,variables integer numerical differences quantities oscillating spiking increment x decrement,0
10793,10.1016/S0893-6080(01)00056-9,SpikingNN,2001,coding outputs timing computations extraction temporal patterns recurrent separation assumptions,2
10795,10.1016/j.mex.2023.102157,SpikingNN,2023,networks neural learning models dynamics complicated potential building center emergence,0
10796,10.1023/A:1009611609606,SpikingNN,2000,implementation multiplicative controllable structures stationary proposed model previously viable possibility,0
10799,10.1088/1742-6596/1679/4/042001,SpikingNN,2020,existing networks simulators network neural compares paper connection simulation irregular,0
10804,10.1162/NECO_a_00501,SpikingNN,2013,modeling construction connections applications simulated production activity simulation adaptation significant,0
10808,10.1016/j.engappai.2006.05.007,SpikingNN,2006,experiments network approach spiking computational controller learning systems new robotic,1
10809,10.3390/s21093276,SpikingNN,2021,network typical spiking computing architecture waveform analyses describes preprocessing inhibition,1
10811,10.1109/SSCI50451.2021.9659539,SpikingNN,2021,learning networks information biological plausible biologically approach processing neural circuits,0
10813,10.1007/978-3-030-04167-0_48,SpikingNN,2018,distribution functional spiking structure modalities elucidating activity structures characteristics distributions,2
10815,10.1117/12.2536462,SpikingNN,2019,generation consisting active stability biological stable mathematical investigated consists passive,0
10816,10.1109/IJCNN54540.2023.10191235,SpikingNN,2023,recognition complex encoding consumption systems increasingly biological environmental critical temporal,0
10821,10.1007/978-3-319-39552-4_6,SpikingNN,2016,,0
10824,10.1080/09528130600552888,SpikingNN,2006,relative spiking learning performance representation internal biological individual developed workers,3
10830,10.1109/ICCE56470.2023.10043551,SpikingNN,2023,spiking construct model research analyze conventional consumption implementation compared network,0
10831,10.23919/chicc.2019.8866461,SpikingNN,2019,network spiking neural software related processing interests responsible researchers learning,0
10832,10.1109/ACCESS.2019.2921003,SpikingNN,2019,biological simulate oscillation analytical function dynamics dimensional neuron neurons models,1
10834,10.3389/fnins.2023.1127537,SpikingNN,2023,spiking representation existing temporal location specifically based model demonstrate essential,0
10836,10.1155/2014/180620,SpikingNN,2014,controller network implementation spiking implement computational information process controlling present,0
10839,10.1117/12.380586,SpikingNN,2000,temporal capability constructing present applications findings biologically interaction potentials model,0
10843,10.5220/0007397303890394,SpikingNN,2019,network motion presents approach pattern representation objective structure direction identify,2
10845,10.1016/S0304-3940(97)00612-5,SpikingNN,1997,scale temporal patterns network larger processed primary information estimated artificial,0
10847,10.1109/DSD.2014.109,SpikingNN,2014,computational cluster conventional biological networks comparison neural complex interconnected pattern,0
10849,10.3389/fncom.2021.800875,SpikingNN,2022,models prediction proposed different current combination computational simulating model activity,0
10850,10.1007/978-3-030-86383-8_19,SpikingNN,2021,biologically continuously progressing intentions demonstrate projected backpropagation projections inference certain,0
10851,10.3389/fncom.2015.00144,SpikingNN,2015,anticipation processing information system supporting synchronization structural central systems,0
10852,10.1109/ICRoM54204.2021.9663521,SpikingNN,2021,perform environment features extracted action policy outcome approaches holonomic control,0
10854,10.1007/s11047-011-9288-3,SpikingNN,2012,spiking emergence investigated synchronicity selection oscillate predefined establishes cluster frequency,1
10858,10.1007/978-3-319-13356-0_6,SpikingNN,2015,patterns proposed recognition approach spatiotemporal driven precise limited association rule,0
10859,10.1109/ISCAS.2005.1465142,SpikingNN,2005,devices uses electron network neural identical consists oscillators constructed coupling,1
10861,10.1007/s00521-021-06824-8,SpikingNN,2022,different selection optimization coefficients heuristic approach representation activity organisms spiking,0
10862,10.1007/978-3-319-59072-1_50,SpikingNN,2017,stabilize spiking dynamically planning generate making action capabilities intrinsic difficult,0
10867,10.1007/978-3-319-26393-9_20,SpikingNN,2016,spiking integrator networks computational advantages experimental experiment optimization network different,0
10868,10.1016/j.neunet.2014.04.001,SpikingNN,2014,processing connections dynamic determining processes temporal computational potentials capable,0
10875,10.1109/APCCAS55924.2022.10090309,SpikingNN,2022,efficiency required networks network operation proposed intelligence devices artificial multiplication,0
10876,10.1109/ijcnn48605.2020.9207412,SpikingNN,2020,approach implementation applications objective designing networks spiking deployment neuromorphic constraints,0
10881,10.1109/CBMI50038.2021.9461882,SpikingNN,2021,disregarding selectively cognitive discrete behavioral specifically processing detection biological mechanism,0
10890,10.1007/978-3-319-22053-6_29,SpikingNN,2015,features firing processing mechanism spiking network constructed conductance integrate receptive,0
10892,10.1145/3517343.3517345,SpikingNN,2022,instability learning networks utilizing training regulated powerful neural developed resurgence,0
10893,10.1109/ISOCC56007.2022.10031532,SpikingNN,2022,simulation characteristics reflecting efficiently performance primitives construct automatically architecture classification,0
10894,10.1109/CSO.2009.173,SpikingNN,2009,mechanisms dynamic networks sequences learning recognizing intervals integration refractory dependent,0
10895,10.1109/ISCAS46773.2023.10181510,SpikingNN,2023,compared implementation adaptive recognition based recurrent exponential classification network number,0
10906,10.1016/j.neucom.2011.12.010,SpikingNN,2012,generalisation proposed capability compact state configured static dynamic response synapses,0
10907,10.1007/978-3-319-70136-3_83,SpikingNN,2017,architecture computational biological system model neural interconnections routing highlights efficient,0
10916,10.1007/s11071-015-2190-2,SpikingNN,2015,perturbations classification ability existing application artificial robustness network important distribution,3
10917,10.1109/ACCESS.2022.3209671,SpikingNN,2022,classification convolution dynamic computational structures spatio efficiency questionable efficacy,0
10919,10.1162/NECO_a_00306,SpikingNN,2012,information correcting capable individual patterns network partial completing present continuous,0
10920,10.1134/S2635167622010050,SpikingNN,2022,networks artificial promising spiking devices efficiency cognitive solving increase structures,1
10921,10.1109/TCYB.2018.2871144,SpikingNN,2020,inference implement computational underpin solution models problems network hmms unclear,1
10922,10.1109/PDP2018.2018.00110,SpikingNN,2018,connectivity simulator intra exponentially scaling experimental implications simulation dimensional frequency,0
10929,10.3390/rs15205020,SpikingNN,2023,classification deformable proposed model hyperspectral convolutional mechanism computational classifiers existing,0
10931,10.3390/mi14071353,SpikingNN,2023,backpropagation classification convolutional performance based techniques specifically sequence effective configuration,0
10933,10.3390/mi14010203,SpikingNN,2023,consumption optical spatiotemporal network existing implementation characteristics coding prediction especially,0
10935,10.1109/JSSC.2023.3270442,SpikingNN,2023,encoding neural computing compared decomposition proposed efficiency increase condition addition,0
10937,10.5573/JSTS.2018.18.1.065,SpikingNN,2018,learning projective receptive network current biological dependent proposes restoring operations,1
